OrgID,FisYear,CDFlag,overall_score,econ_score,envrn_score,lenvrnmntl,corpgov_score,social_score,feeddate,fyenddate,Asset4Id,OrgName,BusTRBCId,PrimExchg,StatusFlag,OAId,tick,Cusip,Sedol,Isin
12284,2016,40000000000,0.940695,0.815738,0.946013,,0.866179,0.953319,24/04/2022,30/06/2016,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2019,40000000000,0.901887,0.542385,0.93811,,0.715154,0.874707,24/04/2022,30/06/2019,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2015,40000000000,0.900172,0.607715,0.941962,,0.867941,0.886378,24/04/2022,30/06/2015,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2012,40000000000,0.946494,0.872554,0.941481,,0.889549,0.883346,24/04/2022,30/06/2012,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2020,40000000000,0.852433,0.530247,0.937406,,0.73377,0.730506,24/04/2022,30/06/2020,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2011,40000000000,0.937798,0.73627,0.94324,,0.955994,0.885145,24/04/2022,30/06/2011,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2013,40000000000,0.930203,0.708733,0.931417,,0.927342,0.864833,24/04/2022,30/06/2013,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2014,40000000000,0.929325,0.770879,0.930019,,0.808098,0.926533,24/04/2022,30/06/2014,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2017,40000000000,0.948247,0.917989,0.952653,,0.876303,0.913374,24/04/2022,30/06/2017,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2018,40000000000,0.916391,0.752768,0.953833,,0.658577,0.901595,24/04/2022,30/06/2018,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12284,2010,40000000000,0.9474,0.876555,0.949522,,0.819566,0.925172,24/04/2022,30/06/2010,A4_00186,Procter & Gamble Co,5420,NYSE,1,4295903247,PG,74271810,270440,US7427181091
12286,2019,40000000000,0.736006,0.116525,0.924117,,0.572613,0.912761,24/04/2022,31/12/2019,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2012,40000000000,0.954189,0.886617,0.937576,,0.88133,0.95501,24/04/2022,31/12/2012,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2013,40000000000,0.963096,0.928284,0.942678,,0.939734,0.921137,24/04/2022,31/12/2013,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2016,40000000000,0.947128,0.881879,0.951167,,0.872157,0.934333,24/04/2022,31/12/2016,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2014,40000000000,0.945191,0.875485,0.932342,,0.819183,0.933728,24/04/2022,31/12/2014,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2010,40000000000,0.961118,0.976406,0.935188,,0.869444,0.929235,24/04/2022,31/12/2010,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2011,40000000000,0.957349,0.924929,0.943109,,0.898365,0.936372,24/04/2022,31/12/2011,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2015,40000000000,0.954213,0.961525,0.941663,,0.894556,0.917721,24/04/2022,31/12/2015,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2021,40000000000,0.858504,0.454453,,,0.727078,0.838078,24/04/2022,,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2020,40000000000,0.864714,0.52195,0.94304,,0.65891,0.855982,24/04/2022,31/12/2020,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2018,40000000000,0.906336,0.868477,0.950461,,0.504786,0.885369,24/04/2022,31/12/2018,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12286,2017,40000000000,0.94051,0.86882,0.953813,,0.8303,0.936035,24/04/2022,31/12/2017,A4_00168,Coca-Cola Co,5410,NYSE,1,4295903091,KO,19121610,220665,US1912161007
12287,2012,40000000000,0.886099,0.592255,0.792184,,0.90893,0.896071,24/04/2022,31/12/2012,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2018,40000000000,0.972935,0.941784,0.933688,,0.929248,0.963211,24/04/2022,31/12/2018,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2019,40000000000,0.785348,0.095178,0.831054,,0.954901,0.77601,24/04/2022,31/12/2019,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2017,40000000000,0.950539,0.886883,0.915345,,0.961923,0.918922,24/04/2022,31/12/2017,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2021,40000000000,0.889539,0.430036,,,0.902743,0.936629,24/04/2022,,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2015,40000000000,0.953043,0.890748,0.909789,,0.956067,0.946606,24/04/2022,31/12/2015,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2020,40000000000,0.919945,0.633943,0.827498,,0.845438,0.938007,24/04/2022,31/12/2020,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2010,40000000000,0.909085,0.750359,0.711664,,0.905467,0.926657,24/04/2022,31/12/2010,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2011,40000000000,0.911911,0.678929,0.828607,,0.889418,0.941804,24/04/2022,31/12/2011,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2013,40000000000,0.905075,0.603888,0.800524,,0.929273,0.938241,24/04/2022,31/12/2013,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2014,40000000000,0.943148,0.919882,0.812937,,0.953617,0.856699,24/04/2022,31/12/2014,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
12287,2016,40000000000,0.958798,0.957919,0.896465,,0.955098,0.95204,24/04/2022,31/12/2016,A4_00043,Altria Group Inc,5410,NYSE,1,4295903207,MO,02209S10,269263,US02209S1033
15104,2015,40000000000,0.950832,0.931144,0.905528,,0.883039,0.960998,24/04/2022,31/12/2015,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
15104,2012,40000000000,0.928365,0.909884,0.902749,,0.728139,0.901115,24/04/2022,31/12/2012,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
15104,2013,40000000000,0.94355,0.790227,0.917517,,0.886881,0.941863,24/04/2022,31/12/2013,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
15104,2016,40000000000,0.931867,0.853498,0.922985,,0.781627,0.950735,24/04/2022,31/12/2016,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
15104,2010,40000000000,0.93135,0.933413,0.915865,,0.77401,0.817227,24/04/2022,31/12/2010,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
15104,2011,40000000000,0.929984,0.870084,0.922583,,0.758872,0.90891,24/04/2022,31/12/2011,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
15104,2014,40000000000,0.932808,0.837289,0.90337,,0.772479,0.947841,24/04/2022,31/12/2014,A4_00005,Dow Chemical Co,5110,NYSE,0,4295903880,DOW,26054310,227871,US2605431038
16597,2016,40000000000,0.950437,0.94823,0.945265,,0.848213,0.930029,24/04/2022,31/12/2016,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2015,40000000000,0.954355,0.915478,0.943686,,0.930156,0.927651,24/04/2022,31/12/2015,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2014,40000000000,0.902423,0.72016,0.934413,,0.770817,0.840163,24/04/2022,31/12/2014,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2017,40000000000,0.938567,0.869532,0.931239,,0.861946,0.909489,24/04/2022,31/12/2017,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2011,40000000000,0.920183,0.816709,0.944795,,0.817012,0.813336,24/04/2022,31/12/2011,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2013,40000000000,0.926044,0.918102,0.933337,,0.772412,0.779192,24/04/2022,31/12/2013,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2010,40000000000,0.941855,0.888881,0.934989,,0.867099,0.831687,24/04/2022,31/12/2010,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2018,40000000000,0.924265,0.705421,0.92721,,0.829306,0.853752,24/04/2022,31/12/2018,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2012,40000000000,0.932512,0.902211,0.922204,,0.767714,0.880174,24/04/2022,31/12/2012,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2021,40000000000,0.836921,0.260621,,,0.875583,0.828714,24/04/2022,,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2020,40000000000,0.909078,0.475792,0.916283,,0.821154,0.970772,24/04/2022,31/12/2020,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16597,2019,40000000000,0.840433,0.275088,0.917698,,0.853165,0.780639,24/04/2022,31/12/2019,A4_00357,Ford Motor Company,5310,NYSE,1,4295903068,F,34537086,261546,US3453708600
16970,2021,40000000000,0.921655,0.621425,,,0.929321,0.86704,24/04/2022,,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2011,40000000000,0.7782,0.613724,0.402251,,0.894349,0.848458,24/04/2022,31/12/2011,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2019,40000000000,0.894418,0.438314,0.858073,,0.967406,0.771984,24/04/2022,31/12/2019,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2013,40000000000,0.903724,0.84732,0.695931,,0.833789,0.887215,24/04/2022,31/12/2013,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2020,40000000000,0.934205,0.678457,0.849081,,0.930637,0.876946,24/04/2022,31/12/2020,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2016,40000000000,0.944911,0.901061,0.887653,,0.952702,0.877431,24/04/2022,31/12/2016,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2018,40000000000,0.968781,0.967414,0.884286,,0.967989,0.890615,24/04/2022,31/12/2018,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2014,40000000000,0.926025,0.847982,0.858201,,0.887982,0.81812,24/04/2022,31/12/2014,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2012,40000000000,0.910708,0.875058,0.679876,,0.863263,0.907505,24/04/2022,31/12/2012,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2017,40000000000,0.95653,0.924578,0.919398,,0.969309,0.933529,24/04/2022,31/12/2017,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2015,40000000000,0.932501,0.899615,0.812406,,0.942101,0.865614,24/04/2022,31/12/2015,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
16970,2010,40000000000,0.751988,0.754171,0.416468,,0.886413,0.601851,24/04/2022,31/12/2010,A4_00124,Schlumberger NV,5010,NYSE,1,4295904888,SLB,80685710,277920,AN8068571086
18176,2021,40000000000,0.942071,0.863683,,,0.926303,0.667795,24/04/2022,,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2015,40000000000,0.940956,0.844129,0.847212,,0.959766,0.937955,24/04/2022,31/12/2015,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2018,40000000000,0.970464,0.963955,0.948396,,0.889942,0.930546,24/04/2022,31/12/2018,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2014,40000000000,0.906958,0.661865,0.800766,,0.938148,0.89073,24/04/2022,31/12/2014,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2017,40000000000,0.960643,0.947951,0.944013,,0.969285,0.933561,24/04/2022,31/12/2017,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2019,40000000000,0.841344,0.245821,0.939505,,0.948375,0.695985,24/04/2022,31/12/2019,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2010,40000000000,0.95029,0.846367,0.907452,,0.917919,0.925798,24/04/2022,31/12/2010,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2011,40000000000,0.924309,0.720429,0.824494,,0.949062,0.925911,24/04/2022,31/12/2011,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2012,40000000000,0.944358,0.913405,0.822057,,0.91572,0.916817,24/04/2022,31/12/2012,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2016,40000000000,0.958487,0.933768,0.928675,,0.961075,0.934417,24/04/2022,31/12/2016,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2020,40000000000,0.944467,0.933683,0.944624,,0.836414,0.695246,24/04/2022,31/12/2020,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18176,2013,40000000000,0.928253,0.771231,0.830837,,0.917129,0.899234,24/04/2022,31/12/2013,A4_00240,Abbott Laboratories,5610,NYSE,1,4295903265,ABT,282410,200230,US0028241000
18181,2014,40000000000,0.863419,0.789286,0.880526,,0.66381,0.73832,24/04/2022,31/12/2014,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2010,40000000000,0.878815,0.819058,0.746759,,0.839145,0.727982,24/04/2022,31/12/2010,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2021,40000000000,0.920579,0.752591,,,0.641311,0.923153,24/04/2022,,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2020,40000000000,0.93697,0.811285,0.939948,,0.672979,0.930127,24/04/2022,31/12/2020,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2019,40000000000,0.890034,0.492608,0.941017,,0.639782,0.942893,24/04/2022,31/12/2019,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2018,40000000000,0.944696,0.88238,0.953129,,0.694019,0.93442,24/04/2022,31/12/2018,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2016,40000000000,0.910543,0.806337,0.907866,,0.805123,0.840474,24/04/2022,31/12/2016,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2015,40000000000,0.927817,0.92296,0.917903,,0.748248,0.895076,24/04/2022,31/12/2015,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2013,40000000000,0.881389,0.652801,0.873983,,0.882419,0.738231,24/04/2022,31/12/2013,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2017,40000000000,0.939556,0.942128,0.923867,,0.795602,0.919086,24/04/2022,31/12/2017,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2012,40000000000,0.919046,0.840248,0.918658,,0.807546,0.811714,24/04/2022,31/12/2012,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18181,2011,40000000000,0.872323,0.894598,0.881968,,0.751266,0.598142,24/04/2022,31/12/2011,A4_00091,Honeywell International Inc,5440,NASD,1,4295912155,HON,43851610,202045,US4385161066
18183,2018,40000000000,0.879644,0.543578,0.954795,,0.730371,0.846623,24/04/2022,31/12/2018,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2021,40000000000,0.81908,0.504301,,,0.846635,0.529915,24/04/2022,,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2020,40000000000,0.910529,0.791574,0.938148,,0.762665,0.699422,24/04/2022,31/12/2020,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2017,40000000000,0.893276,0.637667,0.950442,,0.820967,0.854331,24/04/2022,31/12/2017,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2016,40000000000,0.884479,0.731959,0.871688,,0.845479,0.760915,24/04/2022,31/12/2016,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2019,40000000000,0.802311,0.220173,0.947866,,0.879546,0.658554,24/04/2022,31/12/2019,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2015,40000000000,0.671409,0.391216,0.903372,,0.65769,0.49881,24/04/2022,31/12/2015,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2013,40000000000,0.665705,0.443878,0.892246,,0.630122,0.453988,24/04/2022,31/12/2013,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2011,40000000000,0.830308,0.628224,0.900379,,0.757244,0.660088,24/04/2022,31/12/2011,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2010,40000000000,0.785407,0.399042,0.79285,,0.825737,0.747887,24/04/2022,31/12/2010,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2014,40000000000,0.678253,0.593083,0.76944,,0.580116,0.515537,24/04/2022,31/12/2014,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18183,2012,40000000000,0.756202,0.463011,0.881577,,0.670428,0.672915,24/04/2022,31/12/2012,A4_00276,American Express Company,5510,NYSE,1,4295903329,AXP,2581610,202608,US0258161092
18189,2021,40000000000,0.965483,0.767896,,,0.960529,0.95098,24/04/2022,,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2019,40000000000,0.953027,0.597872,0.917149,,0.951678,0.918552,24/04/2022,31/12/2019,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2017,40000000000,0.954724,0.878061,0.949378,,0.954612,0.944847,24/04/2022,31/12/2017,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2012,40000000000,0.822229,0.532995,0.920951,,0.744753,0.714323,24/04/2022,31/12/2012,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2015,40000000000,0.916937,0.777992,0.91477,,0.852979,0.862217,24/04/2022,31/12/2015,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2013,40000000000,0.860408,0.595664,0.910754,,0.820591,0.724149,24/04/2022,31/12/2013,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2018,40000000000,0.972752,0.960873,0.91673,,0.929874,0.957771,24/04/2022,31/12/2018,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2020,40000000000,0.973132,0.862472,0.938761,,0.950029,0.95221,24/04/2022,31/12/2020,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2011,40000000000,0.828054,0.47555,0.849656,,0.821016,0.790931,24/04/2022,30/06/2011,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2016,40000000000,0.931984,0.832217,0.930816,,0.905379,0.841344,24/04/2022,31/12/2016,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2014,40000000000,0.881222,0.660052,0.874549,,0.827169,0.79289,24/04/2022,31/12/2014,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18189,2010,40000000000,0.927697,0.744378,0.931414,,0.910858,0.82759,24/04/2022,30/06/2010,A4_00409,Archer-Daniels-Midland Co,5410,NYSE,1,4295903463,ADM,3948310,204731,US0394831020
18194,2011,40000000000,0.961949,0.957803,0.923975,,0.940671,0.932787,24/04/2022,31/12/2011,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2014,40000000000,0.944393,0.746692,0.936792,,0.912534,0.957786,24/04/2022,31/12/2014,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2021,40000000000,0.933301,0.624518,,,0.937489,0.845177,24/04/2022,,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2010,40000000000,0.921978,0.64522,0.932512,,0.868464,0.92887,24/04/2022,31/12/2010,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2018,40000000000,0.974185,0.970949,0.948709,,0.940902,0.926153,24/04/2022,31/12/2018,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2012,40000000000,0.963481,0.951041,0.936424,,0.907135,0.969479,24/04/2022,31/12/2012,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2016,40000000000,0.955617,0.879849,0.946913,,0.951073,0.947942,24/04/2022,31/12/2016,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2017,40000000000,0.955207,0.88917,0.950183,,0.943055,0.949749,24/04/2022,31/12/2017,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2020,40000000000,0.929859,0.635456,0.930565,,0.903967,0.836163,24/04/2022,31/12/2020,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2015,40000000000,0.940436,0.764465,0.943765,,0.937666,0.938686,24/04/2022,31/12/2015,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2019,40000000000,0.831656,0.14784,0.928354,,0.948783,0.772386,24/04/2022,31/12/2019,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18194,2013,40000000000,0.939293,0.709124,0.935394,,0.908378,0.948454,24/04/2022,31/12/2013,A4_00055,Baxter International Inc,5610,NYSE,1,4295903531,BAX,7181310,208510,US0718131099
18195,2021,40000000000,0.911474,0.555424,,,0.843907,0.872576,24/04/2022,,A4_00155,Verizon Communications Inc.,5740,NYSE,1,4295911976,VZ,92343V10,209057,US92343V1044
18195,2020,40000000000,0.892393,0.476217,0.933139,,0.81808,0.872817,24/04/2022,31/12/2020,A4_00155,Verizon Communications Inc.,5740,NYSE,1,4295911976,VZ,92343V10,209057,US92343V1044
