"","FisYear","tick","overall_score","econ_score","envrn_score","corpgov_score","social_score","OrgName","PrimExchg","return","Score","ControversiesScore","ResourceUseScore","EmissionsScore","InnovationScore","WorkforceScore","HumanRightsScore","CommunityScore","ProductRespScore","ManagementScore","ShareholdersScore","CSRStrategyScore"
"19",2010,"AME",0.313979,0.48901,0.106238,0.635154,0.297222,"AMETEK Inc.","NYSE",0.078994952300421,0.1908742903,0.34375,0,0.08,0,0.1236842105,0,0.5702702703,0.3354037267,0.4155778894,0.2085427136,0
"20",2010,"AMGN",0.855868,0.694047,0.835526,0.865097,0.634263,"Amgen Inc.","NASD",0.181733899321572,0.4709766972,0.9107142857,0.75,0.6388888889,0,0.6858974359,0,0.7532467532,0.3676470588,0.3452261307,0.7020100503,0.597
"21",2010,"AMT",0.484667,0.670298,0.184509,0.858266,0.24766,"American Tower Corp","NYSE",0.168983124127317,0.4314162504,1,0,0.5149253731,0,0.7396694215,0,0.7851239669,0.4014084507,0.5532663317,0.6417085427,0
"22",2010,"AMZN",0.484308,0.864282,0.091924,0.714855,0.288799,"Amazon.com Inc.","NASD",-0.0383333333333334,0.2906066622,0.375,0,0,0,0.5425531915,0,0.6063829787,0.1206896552,0.4608040201,0.7532663317,0
"23",2010,"ANSS",0.314729,0.254394,0.262189,0.79286,0.22023,"ANSYS Inc.","NASD",0.100057595544459,0.4084687669,1,0,0,0.7384615385,0.2964285714,0,0.5428571429,0.7610619469,0.548241206,0.0366834171,0
"24",2010,"APA",0.470021,0.326501,0.667034,0.486223,0.445279,"APA Corp (US)","NASD",-0.236276247233517,0.2576786858,1,0.5222222222,0.5727848101,0,0.4792746114,0,0.3626943005,0,0.0055276382,0.4005025126,0.597
"25",2010,"APD",0.948474,0.806248,0.912116,0.922789,0.939456,"Air Products & Chemicals Inc.","NYSE",-0.0378917446819175,0.7973034594,0.6538461538,0.6913043478,0.8846153846,0.86,0.6297709924,0.8606557377,0.7109375,0.9210526316,0.7381909548,0.8557788945,0.921
"26",2010,"APH",0.36328,0.759038,0.098233,0.639201,0.162103,"Amphenol Corporation","NYSE",-0.13894694843251,0.277887311,1,0,0,0,0.359375,0,0.59375,0.6538461538,0.691959799,0.459798995,0
"27",2010,"ARE",0.476317,0.270752,0.472822,0.791169,0.405649,"Aecon Group Inc","TSE",-0.0332894035533299,0.258945917,1,0,0.2733333333,0.0916666667,0.277173913,0,0.8043478261,0.3795180723,0.2663230241,0.6890034364,0.1632653061
"28",2010,"ATO",0.40631,0.604955,0.130451,0.803254,0.229278,"Atmos Energy Corporation","NYSE",0.113815396981924,0.247281256,0.5,0,0.1363636364,0,0.4375,0,0.7708333333,0,0.5673366834,0.243718593,0
"29",2010,"ATVI",0.245932,0.41885,0.091786,0.467349,0.352823,"Activision Blizzard Inc.","NASD",0.00536577786559822,0.3021634522,0.3823529412,0,0,0,0.375,0,0.675,0,0.4206030151,0.4567839196,0
"30",2010,"AVY",0.965487,0.960841,0.950295,0.917461,0.934529,"Avery Dennison Corp","NYSE",-0.301608715891554,0.7797044004,0.7142857143,0.9827586207,0.6730769231,0.380952381,0.9166666667,0.8076923077,0.5666666667,0.9074074074,0.9030150754,0.7150753769,0.597
"31",2010,"AXP",0.785407,0.399042,0.79285,0.825737,0.747887,"American Express Company","NYSE",0.116576768793877,0.4773650012,0.1904761905,0.6921052632,0.4802955665,0.2013888889,0.6839464883,0,0.8271812081,0.6013513514,0.2889447236,0.9914572864,0.118
"32",2010,"AZO",0.424851,0.685021,0.096105,0.77877,0.254201,"AutoZone Inc.","NYSE",0.192156740044121,0.3554005206,0.9210526316,0,0,0,0.475,0,0.7727272727,0.6691176471,0.4507537688,0.1753768844,0
"33",2010,"BA",0.920042,0.573262,0.934956,0.943023,0.911065,"Boeing Co","NYSE",0.151469884737324,0.670992934,0.3823529412,0.734375,0.8939393939,0.7678571429,0.5921052632,0.5384615385,0.8552631579,0.4571428571,0.7231155779,0.6326633166,0.29
"34",2010,"BAC",0.740507,0.270762,0.805483,0.834488,0.713367,"Bank of America Corp","NYSE",-0.581214723390682,0.7490002219,0.0079365079,0.7868421053,0.6231527094,0.90625,0.7006688963,0.2042253521,0.9815436242,0.6013513514,0.8778894472,0.7351758794,0.827
"35",2010,"BAX",0.921978,0.64522,0.932512,0.868464,0.92887,"Baxter International Inc","NYSE",0.000673863922851403,0.8028833351,0.0833333333,0.9651162791,0.9146341463,0,0.9927536232,0.5952380952,0.9202898551,0.9166666667,0.7994974874,0.908040201,0.892
"36",2010,"BBY",0.931897,0.980448,0.830468,0.797633,0.835995,"Best Buy Co Inc","NYSE",-0.302434656091759,0.6009771536,0.5263157895,0.9318181818,0.631147541,0.2631578947,0.745,0.64,0.9141414141,0.9191176471,0.1502512563,0.6688442211,0.76
"37",2010,"BDX",0.95738,0.968479,0.909925,0.880493,0.909877,"Becton Dickinson and Co","NYSE",-0.096888887488973,0.6035440904,0.8055555556,0.9186046512,0.4512195122,0.5,0.615942029,0.7857142857,0.8188405797,0.6666666667,0.4718592965,0.1371859296,0.76
"38",2010,"BEN",0.838926,0.737229,0.721684,0.85349,0.646749,"Franklin Resources Inc.","NYSE",-0.109171878350065,0.499962018,1,0.4918032787,0.5928571429,0.2619047619,0.4829059829,0,0.8076923077,0.4754098361,0.467839196,0.7301507538,0.118
"39",2010,"BK",0.949972,0.930847,0.907878,0.91966,0.836156,"Bank of New York Mellon Corp","NYSE",-0.328302196612642,0.5144093418,0.1842105263,0.8606557377,0.8214285714,0.4761904762,0.9188034188,0,0.8974358974,0.4754098361,0.1462311558,0.4206030151,0.76
"40",2010,"BLK",0.336068,0.511507,0.105551,0.66209,0.308065,"BlackRock Inc.","NYSE",-0.0361277500389114,0.3242383032,1,0,0,0,0.3717948718,0,0.7094017094,0,0.3844221106,0.5170854271,0
"41",2010,"BMY",0.905529,0.68214,0.931617,0.79178,0.867811,"Bristol-Myers Squibb Co","NYSE",0.394357688304709,0.702737866,0.4642857143,0.9396551724,0.7314814815,0.8333333333,0.8653846154,0.0571428571,0.8766233766,0.8455882353,0.6618090452,0.835678392,0.977
"42",2010,"BRO",0.303047,0.449508,0.089761,0.857593,0.100615,"Brown & Brown Inc.","NYSE",-0.0413211458137772,0.3876970924,1,0,0,0,0.2465277778,0,0.5138888889,0.3363636364,0.6507537688,0.9201005025,0
"43",2010,"BSX",0.56583,0.382226,0.636099,0.610594,0.530054,"Boston Scientific Corporation","NYSE",-0.294583883751651,0.4004597361,0.25,0.2674418605,0.7926829268,0,0.5434782609,0,0.6666666667,0.3416666667,0.5090452261,0.4849246231,0.118
"44",2010,"BWA",0.768473,0.542546,0.789364,0.788816,0.589691,"BorgWarner Inc.","NYSE",-0.119126628840564,0.403462992,0.4375,0.2808219178,0.1418918919,0.6184210526,0.2180851064,0.4868421053,0.623655914,0.2662337662,0.3291457286,0.9442211055,0
"45",2010,"C",0.915312,0.805587,0.933854,0.829203,0.76343,"Citigroup Inc","NYSE",-0.443293888260492,0.8003790477,0.0238095238,0.9184210526,0.9581280788,0.90625,0.7575250836,0.6549295775,0.8372483221,0.6013513514,0.8587939698,0.8015075377,0.892
"46",2010,"CAG",0.958003,0.929089,0.923572,0.96433,0.858488,"Conagra Brands Inc","NYSE",0.214211086837681,0.7615930463,0.625,0.6722222222,0.6388888889,0.9433962264,0.8842592593,0.3854166667,0.9490740741,0.93,0.7864321608,0.9984924623,0.76
"47",2010,"CAH",0.740363,0.656256,0.568445,0.756161,0.642808,"Cardinal Health Inc","NYSE",0.0810749040094061,0.3917761239,0.8823529412,0.4607843137,0.35,0.4852941176,0.5,0,0.7,0.4907407407,0.1522613065,0.940201005,0.118
"48",2010,"CAT",0.934551,0.77554,0.931022,0.854727,0.903154,"Caterpillar Inc.","NYSE",-0.0145280623976308,0.5650104047,0.609375,0.7331081081,0.7033333333,0.3375796178,0.7289473684,0.4662162162,0.8351351351,0.7857142857,0.5150753769,0.2728643216,0.464
"49",2010,"CCL",0.816809,0.331078,0.867255,0.842383,0.834192,"Carnival Corp","NYSE",-0.272385506965428,0.7136085733,1,0.3880597015,0.9841269841,0,0.9239130435,0.3448275862,0.8152173913,0.8356164384,0.8333333333,0.5,0.5
"50",2010,"CHD",0.911423,0.862211,0.851215,0.91267,0.682054,"Church & Dwight Co. Inc.","NYSE",0.348822327535131,0.4686724753,0.3333333333,0.421875,0.2741935484,0.4565217391,0.2948717949,0,0.858974359,0.4459459459,0.8979899497,0.5050251256,0.529
"51",2010,"CHRW",0.181076,0.209738,0.090711,0.583486,0.229499,"CH Robinson Worldwide Inc","NASD",-0.115110271718659,0.119878507,1,0,0,0,0.2543859649,0,0.3070175439,0,0.2346733668,0.2527638191,0
"52",2010,"CI",0.542602,0.481943,0.474971,0.720367,0.424635,"Cigna Corp","NYSE",0.146718346510792,0.4938697818,0.3333333333,0.6363636364,0.4545454545,0,0.7023809524,0,0.8452380952,0.2575757576,0.5994974874,0.6115577889,0
"53",2010,"CINF",0.306569,0.434852,0.10235,0.740402,0.229637,"Cincinnati Financial Corporation","NASD",0.014936987113515,0.3206571288,1,0,0.0054347826,0,0.4340277778,0,0.2638888889,0.3363636364,0.6648241206,0.027638191,0.118
"54",2010,"CL",0.970515,0.960243,0.949476,0.960576,0.960944,"Colgate-Palmolive Company","NYSE",0.180763240101518,0.7810136487,0.625,0.859375,0.6612903226,0.4565217391,0.7307692308,0.55,0.8333333333,0.8918918919,0.9964824121,0.9743718593,0.597
"55",2010,"CLX",0.966044,0.960862,0.951773,0.913684,0.943934,"Clorox Co","NYSE",0.0875233284403807,0.6455538269,1,0.796875,0.5,0.4565217391,0.858974359,0.3,0.7564102564,0.5405405405,0.8577889447,0.8246231156,0.597
"56",2010,"CMA",0.891577,0.47058,0.86711,0.945835,0.913366,"Comerica Incorporated","NYSE",-0.380694258215832,0.6016639851,1,0.9236842105,0.9532019704,0.2673611111,0.7341137124,0,0.961409396,0.6013513514,0.5452261307,0.7552763819,0.76
"57",2010,"CMS",0.616116,0.141512,0.539238,0.895361,0.708601,"CMS Energy Corporation","NYSE",0.239154157747744,0.3926624496,1,0.3888888889,0.35,0,0.2419354839,0.1666666667,0.2419354839,0.0862068966,0.9532663317,0.9211055276,0.843
"58",2010,"COF",0.755302,0.557246,0.645807,0.859856,0.606196,"Capital One Financial Corp.","NYSE",-0.00207443521158746,0.4579391414,0.7063492063,0.4315789474,0.6379310345,0,0.5869565217,0,0.7768456376,0.6013513514,0.5743718593,0.4155778894,0.118
"59",2010,"COO",0.235838,0.585144,0.090559,0.515173,0.108474,"Cooper Companies Inc","NYSE",0.252806053285701,0.2242578422,1,0,0,0,0.152173913,0,0.5217391304,0.0666666667,0.3804020101,0.659798995,0
"60",2010,"COST",0.767733,0.570551,0.816665,0.712832,0.608014,"Costco Wholesale Corporation","NASD",0.167428330172494,0.469553535,0.75,0.775862069,0.9807692308,0.40625,0.7553191489,0.5555555556,0.5638297872,0,0.1854271357,0.2155778894,0.118
"61",2010,"CPB",0.9662,0.9784,0.89802,0.956608,0.939232,"Campbell Soup Company","NYSE",-0.00969471453621662,0.7893485473,0.8928571429,0.8944444444,0.9055555556,0.2547169811,0.912037037,0.2604166667,0.9861111111,0.97,0.9251256281,0.1040201005,0.993
"62",2010,"CPRT",0.371166,0.662835,0.111164,0.747455,0.157446,"Copart Inc.","NASD",0.282195448460509,0.2020353179,1,0,0,0,0.425,0,0.5858585859,0.1985294118,0.0718592965,0.5462311558,0
"63",2010,"CRL",0.477879,0.450911,0.104056,0.856259,0.532973,"Charles River Laboratories Intl. Inc","NYSE",-0.231007337338004,0.4492396332,1,0,0,0,0.54,0,0.74,0.5769230769,0.8949748744,0.1361809045,0
"64",2010,"CSCO",0.971625,0.976323,0.950972,0.945343,0.974923,"Cisco Systems Inc","NASD",-0.0961718033742739,0.8585982603,0.5833333333,0.9117647059,0.96875,0.5625,0.8913043478,0.6875,0.9782608696,0.9285714286,0.8668341709,0.8155778894,0.942
"65",2010,"CSX",0.919446,0.690207,0.912225,0.934763,0.821227,"CSX Corporation","NYSE",-0.00240264041999039,0.6064962793,0.3461538462,0.25,0.89,0.5,0.7807017544,0,0.9035087719,0.9418604651,0.5030150754,0.5904522613,0.76
"66",2010,"CTAS",0.916283,0.850374,0.852768,0.831541,0.803488,"Cintas Corporation","NASD",0.268001110683304,0.6583870014,0.0384615385,0.75625,0.4647058824,0.35,0.5869565217,0.6547619048,0.9166666667,0.7045454545,0.8065326633,0.4075376884,0.341
"67",2010,"CTSH",0.94696,0.964603,0.846535,0.889116,0.866602,"Cognizant Technology Solutions Corp","NASD",-0.122526997317136,0.6828959226,1,0.8218390805,0.6084337349,0.7384615385,0.925,0.4655172414,0.9035714286,0.7610619469,0.5231155779,0.5824120603,0.76
"68",2010,"CVS",0.812246,0.461898,0.8788,0.827929,0.689708,"CVS Health Corp","NYSE",0.189408642522829,0.7937177228,0.0333333333,0.9318181818,0.9772727273,0.5,0.9642857143,0.5,0.9642857143,0.8181818182,0.5894472362,0.9834170854,0.76
"69",2010,"D",0.927018,0.720102,0.911301,0.950473,0.827586,"Dominion Energy Inc","NYSE",0.294582117762225,0.6900335366,0.6666666667,0.7850877193,0.8041666667,0.5987654321,0.668,0,0.78,0.7673267327,0.8216080402,0.6587939698,0.597
"70",2010,"DE",0.886896,0.52088,0.869426,0.854321,0.928215,"Deere & Company","NYSE",-0.0498076698845722,0.6780277109,1,0.5033783784,0.49,0.9012738854,0.85,0.3243243243,0.9702702703,0.9534161491,0.5613065327,0.5804020101,0.464
"71",2010,"DGX",0.815637,0.808944,0.353748,0.873178,0.834755,"Quest Diagnostics Inc","NYSE",0.0837308600174878,0.701532706,0.6666666667,0.4772727273,0.8863636364,0,0.8214285714,0,0.8214285714,0.8787878788,0.7713567839,0.9251256281,0.464
"72",2010,"DHI",0.363517,0.29527,0.410619,0.789092,0.164208,"D R Horton Inc","NYSE",0.0715848973188504,0.3105005601,0.5,0.0357142857,0.0243902439,0.0568181818,0.2551020408,0,0.6530612245,0,0.9974874372,0.8507537688,0
"73",2010,"DHR",0.480212,0.753668,0.142096,0.702195,0.351924,"Danaher Corporation","NYSE",-0.000902340644455157,0.207218471,1,0,0.1097560976,0.5,0.384057971,0,0.2971014493,0.3416666667,0.1341708543,0.2698492462,0
"74",2010,"DIS",0.84483,0.572084,0.806836,0.740024,0.863946,"Walt Disney Co","NYSE",0.0165213781903493,0.6556273625,0.0263157895,0.8712121212,0.9396551724,0,0.9336734694,0.0416666667,0.9642857143,0.9919354839,0.3663316583,0.772361809,0.76
"75",2010,"DISH",0.093471,0.068008,0.105726,0.386287,0.156951,"DISH Network Corp","NASD",0.571599857555666,0.1526672098,1,0,0.1379310345,0,0.056122449,0,0.3010204082,0.2983870968,0.2075376884,0.051758794,0
"76",2010,"DLTR",0.462499,0.717645,0.097606,0.679719,0.411697,"Dollar Tree Inc.","NASD",0.481989961412626,0.341369667,0.0833333333,0,0,0,0.5212765957,0.4444444444,0.7127659574,0.2586206897,0.5793969849,0.4467336683,0
"77",2010,"DOV",0.647307,0.711925,0.493341,0.848413,0.311375,"Dover Corp","NYSE",0.013991679562497,0.409672758,1,0,0.2166666667,0.6433121019,0.15,0,0.4621621622,0.5217391304,0.7462311558,0.4819095477,0.118
"78",2010,"DRI",0.900201,0.793077,0.660172,0.928221,0.861764,"Darden Restaurants Inc.","NYSE",0.0130738329622546,0.6029877844,1,0.8731343284,0.880952381,0,0.5380434783,0.0344827586,0.8423913043,0.7260273973,0.5190954774,0.0336683417,0.597
"79",2010,"DTE",0.878969,0.859821,0.772401,0.940504,0.560961,"DTE Energy Co","NYSE",0.259450708031778,0.5631237291,0.25,0.3903508772,0.7625,0.6728395062,0.372,0,0.564,0.7178217822,0.6567839196,0.7060301508,0.865
"80",2010,"DUK",0.929448,0.806018,0.825022,0.950958,0.844704,"Duke Energy Corp","NYSE",0.301872718833495,0.7187118465,0.1875,0.6359649123,0.7458333333,0.9197530864,0.588,0.5408163265,0.916,0.7178217822,0.7673366834,0.3231155779,0.892
"81",2010,"DVA",0.513294,0.217517,0.302469,0.839779,0.670641,"Davita Inc","NYSE",0.090948340507939,0.5491205571,1,0.3863636364,0.0909090909,0,0.6547619048,0,0.869047619,0.1212121212,0.8929648241,0.9783919598,0.529
"82",2010,"DVN",0.652585,0.665563,0.423453,0.85634,0.433532,"Devon Energy Corp","NYSE",-0.20289794780876,0.3584937453,0.8214285714,0.5888888889,0.3765822785,0,0.4585492228,0,0.8419689119,0,0.5954773869,0.4979899497,0
"83",2010,"EBAY",0.57625,0.532697,0.604475,0.787638,0.259927,"eBay Inc","NASD",0.0898313431480531,0.4067921393,0.1617647059,0.6149425287,0.7168674699,0.2076923077,0.5107142857,0,0.675,0.2477876106,0.3613065327,0.3301507538,0.548
"84",2010,"ECL",0.961564,0.902875,0.925884,0.949779,0.936907,"Ecolab Inc.","NYSE",0.162593510759173,0.6391151809,0.8653846154,0.9434782609,0.405982906,0.2,0.7900763359,0.5573770492,0.92578125,0.9210526316,0.6075376884,0.9040201005,0.597
"85",2010,"ED",0.824488,0.599651,0.793805,0.823907,0.686018,"Consolidated Edison Inc.","NYSE",0.308354243882076,0.7093146121,0.6666666667,0.5833333333,0.9875,0.7345679012,0.836,0,0.592,0.5643564356,0.8497487437,0.6984924623,0.597
"86",2010,"EFX",0.535295,0.626023,0.09105,0.667442,0.699534,"Equifax Inc.","NYSE",0.108931498964274,0.2534283194,1,0,0,0,0.3956521739,0,0.6666666667,0.9545454545,0.1673366834,0.3442211055,0
"87",2010,"EIX",0.713158,0.589173,0.702868,0.83444,0.417752,"Edison International","NYSE",0.109128375103059,0.3663373636,0.875,0.3377192982,0.2875,0.3086419753,0.436,0,0.636,0.1336633663,0.4628140704,0.5954773869,0.399
"88",2010,"EL",0.922175,0.896525,0.886135,0.741143,0.852577,"Estee Lauder Companies Inc","NYSE",0.405115527487375,0.3756913189,1,0.390625,0.4032258065,0.4565217391,0.5,0.55,0.6025641026,0.2702702703,0.1100502513,0.0467336683,0.76
"89",2010,"EMN",0.953881,0.932527,0.942972,0.900949,0.856066,"Eastman Chemical Company","NYSE",-0.0482612086215035,0.3787141327,1,0.6391304348,0.5341880342,0.2,0.5305343511,0,0.80078125,0.4078947368,0.1,0.5351758794,0.843
"90",2010,"EMR",0.844072,0.963575,0.825676,0.502141,0.688417,"Emerson Electric Co.","NYSE",-0.162319209182732,0.4980241024,1,0.2871621622,0.27,0.9012738854,0.5184210526,0.6148648649,0.8243243243,0.5217391304,0.2125628141,0.2075376884,0.118
"91",2010,"EOG",0.585905,0.518436,0.256086,0.809764,0.624442,"EOG Resources Inc","NYSE",0.0848814142731174,0.2222321073,0.8214285714,0.0185185185,0.2879746835,0,0.6295336788,0,0.414507772,0.2321428571,0.2155778894,0.6527638191,0
"92",2010,"EQIX",0.38743,0.460378,0.356863,0.649037,0.254117,"Equinix Inc","NASD",0.24784636282748,0.2924340022,1,0.5563380282,0.1194029851,0,0.4338842975,0,0.4256198347,0.4014084507,0.2256281407,0.164321608,0
"93",2010,"ETN",0.759305,0.366483,0.938345,0.569271,0.807432,"Eaton Corporation PLC","NYSE",-0.118143661434469,0.5794171176,0.609375,0.8412162162,0.6833333333,0.9012738854,0.5921052632,0.5743243243,0.9756756757,0.152173913,0.2361111111,0.2083333333,0.5625
"94",2010,"ETR",0.855497,0.792534,0.402739,0.963707,0.868365,"Entergy Corporation","NYSE",0.0836258169869086,0.5476856045,0.6666666667,0.3815789474,0.5625,0.0432098765,0.596,0.0918367347,0.892,0.8366336634,0.8125628141,0.9010050251,0.657
"95",2010,"EW",0.705821,0.76651,0.314847,0.822646,0.619438,"Edwards Lifesciences Corp","NYSE",-0.125432957086417,0.3890422767,0.5833333333,0.2441860465,0.4268292683,0,0.3985507246,0.119047619,0.6014492754,0.3416666667,0.4778894472,0.8417085427,0.118
"96",2010,"EXC",0.909416,0.71368,0.85433,0.949504,0.778601,"Exelon Corporation","NASD",0.0945122454960419,0.6598333917,1,0.8377192982,0.8458333333,0.0061728395,0.724,0,0.868,0.8069306931,0.8567839196,0.7030150754,0.76
"97",2010,"EXPD",0.535274,0.608844,0.356021,0.648661,0.470471,"Expeditors International of Wshngtn Inc","NASD",-0.241621692790426,0.3299011782,1,0.3260869565,0.31,0,0.6403508772,0.0333333333,0.6403508772,0.5581395349,0.0879396985,0.9673366834,0
"98",2010,"F",0.941855,0.888881,0.934989,0.867099,0.831687,"Ford Motor Company","NYSE",-0.359142477974496,0.7558354167,0.0625,0.9178082192,0.8716216216,0.7828947368,0.7925531915,0.9473684211,0.9838709677,0.8766233766,0.1964824121,0.6246231156,0.993
"99",2010,"FAST",0.136322,0.067609,0.162561,0.424637,0.278335,"Fastenal Company","NASD",0.484836563823409,0.2418354445,0.34375,0.2331081081,0.2233333333,0,0.3289473684,0,0.0540540541,0.5217391304,0.5040201005,0.5793969849,0
"100",2010,"FCX",0.96136,0.95899,0.881769,0.941318,0.930992,"Freeport-McMoRan Inc","NYSE",-0.368490551042979,0.8432702356,1,0.8626943005,0.9921875,0,0.9430147059,0.8314606742,0.9907063197,0.9280821918,0.7100502513,0.7673366834,0.892
"101",2010,"FDX",0.940702,0.933957,0.818889,0.956839,0.803412,"FedEx Corporation","NYSE",-0.0966103266125874,0.6599207437,0.8846153846,0.8586956522,0.85,0,0.798245614,0,0.850877193,0.5581395349,0.9341708543,0.8175879397,0.464
"102",2010,"FE",0.698375,0.446475,0.732492,0.667724,0.655894,"Firstenergy Corp.","NYSE",0.278421058413517,0.5176897712,0.375,0.5394736842,0.4458333333,0.6358024691,0.508,0,0.324,0.1336633663,0.7592964824,0.8979899497,0.677
"103",2010,"FFIV",0.408587,0.606538,0.159574,0.733426,0.274096,"F5 Networks Inc.","NASD",-0.184695761072656,0.2908943461,1,0.3850574713,0,0,0.4392857143,0,0.3714285714,0.5619469027,0.1442211055,0.8346733668,0
"104",2010,"FISV",0.271925,0.440575,0.133667,0.617166,0.217396,"Fiserv Inc","NASD",0.00307377049180335,0.1460646456,1,0,0,0,0.0826086957,0,0.4824561404,0,0.1492462312,0.7492462312,0
"105",2010,"FITB",0.807911,0.857639,0.587726,0.83367,0.563789,"Fifth Third Bancorp","NASD",-0.113232185697449,0.5861567626,0.3174603175,0.2289473684,0.4901477833,0,0.5769230769,0,0.9781879195,0.6013513514,0.9371859296,0.564321608,0.464
"106",2010,"FMC",0.845939,0.373137,0.829949,0.893923,0.890408,"FMC Corp","NYSE",0.084917377436593,0.3685722409,0.0961538462,0.3086956522,0.2692307692,0.2,0.6984732824,0,0.8359375,0.701754386,0.435678392,0.3904522613,0.399
